id,type,name,category,sponsored,availability,rent,price,modified,created,address,latitude,longitude,size,full_name,keywords,reduced
66583,PROPERTY,Unit 23,RW,false,To Let,,,2021-02-09T13:14:39,2015-11-13T09:49:36,West Bromwich | B70 1PP,52.5195198,-1.9922121,5840,"Unit 23, New Square","west bromwich | b70 1pp,unit 23, new square,"
66592,PROPERTY,Unit 32,RW,false,To Let,43000,,2021-02-09T13:17:24,2015-11-13T09:52:57,West Bromwich | B70 1PP,52.5195198,-1.9922121,2409,"Unit 32, New Square","west bromwich | b70 1pp,unit 32, new square,"
66594,PROPERTY,(A2) 1,RW,false,To Let,14000,,2021-02-09T13:16:30,2015-11-13T10:00:28,West Bromwich | B70 1PP,52.5195198,-1.9922121,379,"(A2) 1, New Square","west bromwich | b70 1pp,(a2) 1, new square,"
67185,PROPERTY,Unit 1,RW,false,To Let,,,2020-02-25T15:00:04,2016-02-03T10:11:46,"Apex Retail Park, Birmingham | B12 0EB",52.4642448,-1.885017,20000,"Unit 1, Apex Retail Park","apex retail park, birmingham | b12 0eb,unit 1, apex retail park,"
67195,PROPERTY,2C,RW,false,To Let,,,2021-02-09T09:49:12,2016-02-03T12:02:11,"Walsall Road, Birmingham | B42 1AA",52.5182991,-1.9040999,5541,"2C, One Stop Shopping Centre & Retail Park","walsall road, birmingham | b42 1aa,2c, one stop shopping centre & retail park,"
67210,PROPERTY,14a,RW,false,To Let,,,2021-02-09T09:49:12,2016-02-03T12:07:23,"Walsall Road, Birmingham | B42 1AA",52.5182991,-1.9040999,2212,"14a, One Stop Shopping Centre & Retail Park","walsall road, birmingham | b42 1aa,14a, one stop shopping centre & retail park,"
67231,PROPERTY,27,RW,false,To Let,,,2021-02-09T09:49:12,2016-02-03T12:14:57,"Walsall Road, Birmingham | B42 1AA",52.5182991,-1.9040999,1785,"27, One Stop Shopping Centre & Retail Park","walsall road, birmingham | b42 1aa,27, one stop shopping centre & retail park,"
67237,PROPERTY,34B,RW,false,To Let,,,2021-02-09T09:49:12,2016-02-03T12:16:32,"Walsall Road, Birmingham | B42 1AA",52.5182991,-1.9040999,800,"34B, One Stop Shopping Centre & Retail Park","walsall road, birmingham | b42 1aa,34b, one stop shopping centre & retail park,"
68081,PROPERTY,Unit 11,RW,false,To Let,,,2020-11-23T15:32:02,2016-08-10T14:35:03,"Fountain Lane, Oldbury | B69 3BH",52.5079384,-2.0158939,20000,"Unit 11, Fountain Retail Park","fountain lane, oldbury | b69 3bh,unit 11, fountain retail park,"
68782,PROPERTY,Unit 84 - 88  The Parade,SC,true,To Let,,,2021-03-09T15:31:50,2016-05-12T11:22:54,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,,"Unit 84 - 88  The Parade, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 84 - 88  the parade, gracechurch centre,"
68783,PROPERTY,Unit 96-100,SC,true,To Let,,,2021-03-09T15:31:50,2016-05-12T11:23:29,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,13328,"Unit 96-100, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 96-100, gracechurch centre,"
68784,PROPERTY,Unit 106,SC,true,To Let,,,2021-03-09T15:31:50,2016-05-12T12:08:36,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,,"Unit 106, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 106, gracechurch centre,"
68787,PROPERTY,Unit 114,SC,true,To Let,65000,,2021-03-09T15:31:50,2016-05-12T12:12:18,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,2344,"Unit 114, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 114, gracechurch centre,"
68797,PROPERTY,"Unit 78, The Parade",SC,true,To Let,,,2021-03-09T15:31:50,2016-05-12T12:47:46,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,821,"Unit 78, The Parade, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 78, the parade, gracechurch centre,"
68803,PROPERTY,"Unit 60, The Parade",SC,true,To Let,75000,,2021-03-09T15:31:50,2016-06-17T14:47:10,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,1288,"Unit 60, The Parade, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 60, the parade, gracechurch centre,"
68806,PROPERTY,Unit 186,SC,true,To Let,96500,,2021-03-09T15:31:50,2016-06-17T14:43:51,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,,"Unit 186, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 186, gracechurch centre,"
68809,PROPERTY,"Unit 28, The Parade",SC,true,To Let,50000,,2021-03-09T15:31:50,2016-05-12T14:28:19,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,839,"Unit 28, The Parade, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 28, the parade, gracechurch centre,"
68810,PROPERTY,"Unit 24, The Parade",SC,true,To Let,,,2021-03-09T15:31:50,2016-05-12T14:29:31,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,841,"Unit 24, The Parade, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 24, the parade, gracechurch centre,"
68812,PROPERTY,Unit 176,SC,true,To Let,,,2021-03-09T15:31:50,2016-06-17T14:43:12,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,,"Unit 176, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 176, gracechurch centre,"
68816,PROPERTY,,SC,true,To Let,,,2021-03-09T15:31:50,2016-05-12T14:34:25,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,,", Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,, gracechurch centre,"
68820,PROPERTY,"Unit 14-20, The Parade",SC,true,To Let,,,2021-03-09T15:31:50,2016-06-17T14:51:47,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,50251,"Unit 14-20, The Parade, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 14-20, the parade, gracechurch centre,"
68825,PROPERTY,Unit 104,SC,true,To Let,50000,,2021-03-09T15:31:50,2016-06-17T14:50:42,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,746,"Unit 104, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 104, gracechurch centre,"
68826,PROPERTY,Unit 214,SC,true,To Let,45000,,2021-03-09T15:31:50,2016-06-17T14:50:57,"210a Parade, Sutton Coldfield | B72 1PA",52.5621986,-1.8249,858,"Unit 214, Gracechurch Centre","210a parade, sutton coldfield | b72 1pa,unit 214, gracechurch centre,"
69004,PROPERTY,234 High Street,HS,false,Under Offer,40000,,2017-02-13T08:00:20,2016-05-26T13:38:17,"234 High Street, Dudley | DY1 1PQ",52.510746,-2.0823121,,234 High Street,"234 high street, dudley | dy1 1pq,234 high street,"
69671,PROPERTY,Unit 12,SC,true,To Let,,,2019-04-04T11:46:25,2016-07-29T16:31:20,Birmingham | B2 4LP,52.479351,-1.8980963,652,"Unit 12, Caxtongate","birmingham | b2 4lp,unit 12, caxtongate,"
69896,PROPERTY,4 Maple Walk,SC,false,To Let,,,2017-03-02T14:32:28,2016-08-11T13:02:02,Birmingham | B37 5TT,52.4797859,-1.7394971,992,"4 Maple Walk, Chelmsley Wood Shopping Centre","birmingham | b37 5tt,4 maple walk, chelmsley wood shopping centre,"
93269,PROPERTY,PE5,SC,false,Under Offer,,,2019-12-13T09:51:45,2016-09-08T13:25:10,Birmingham | B2 4BW,52.47866,-1.8985683,509,"PE5, Grand Central","birmingham | b2 4bw,pe5, grand central,"
93270,PROPERTY,PE7,SC,false,Under Offer,,,2019-12-13T09:51:45,2016-09-08T13:25:10,Birmingham | B2 4BW,52.47866,-1.8985683,70,"PE7, Grand Central","birmingham | b2 4bw,pe7, grand central,"
93324,PROPERTY,"Unit 90, Corporation Street",SC,true,To Let,30000,,2019-08-21T17:12:49,2016-09-09T15:56:22,"Priory Walk, Birmingham | B4 7LJ",52.4814034,-1.894482,5028,"Unit 90, Corporation Street, Martineau Galleries","priory walk, birmingham | b4 7lj,unit 90, corporation street, martineau galleries,"
93325,PROPERTY,"Unit 92, Corporation Street",SC,true,To Let,,,2019-08-21T17:12:49,2016-09-09T15:56:22,"Priory Walk, Birmingham | B4 7LJ",52.4814034,-1.894482,6994,"Unit 92, Corporation Street, Martineau Galleries","priory walk, birmingham | b4 7lj,unit 92, corporation street, martineau galleries,"
93327,PROPERTY,"Unit 94-100, Corporation Street",SC,true,To Let,,,2019-08-21T17:12:49,2016-09-09T15:56:22,"Priory Walk, Birmingham | B4 7LJ",52.4814034,-1.894482,,"Unit 94-100, Corporation Street, Martineau Galleries","priory walk, birmingham | b4 7lj,unit 94-100, corporation street, martineau galleries,"
93337,PROPERTY,"Unit 6, Dalton Way",SC,true,To Let,,,2019-12-20T10:48:24,2016-09-09T15:56:22,"Priory Walk, Birmingham | B4 7LJ",52.4814034,-1.894482,,"Unit 6, Dalton Way, Martineau Galleries","priory walk, birmingham | b4 7lj,unit 6, dalton way, martineau galleries,"
93361,PROPERTY,"Unit 1, Ground Floor",SC,true,To Let,,,2019-08-21T17:12:49,2016-09-09T15:56:24,"Priory Walk, Birmingham | B4 7LJ",52.4814034,-1.894482,10305,"Unit 1, Ground Floor, Martineau Galleries","priory walk, birmingham | b4 7lj,unit 1, ground floor, martineau galleries,"
93379,PROPERTY,"Unit 120, Corporation Street (Second Floor)",SC,true,To Let,,,2019-08-21T17:12:49,2016-09-12T10:43:31,"Priory Walk, Birmingham | B4 7LJ",52.4814034,-1.894482,14486,"Unit 120, Corporation Street (Second Floor), Martineau Galleries","priory walk, birmingham | b4 7lj,unit 120, corporation street (second floor), martineau galleries,"
95783,PROPERTY,Unit 12,RW,false,To Let,,,2020-11-23T15:32:02,2017-02-13T16:49:50,"Fountain Lane, Oldbury | B69 3BH",52.5079384,-2.0158939,2200,"Unit 12, Fountain Retail Park","fountain lane, oldbury | b69 3bh,unit 12, fountain retail park,"
95784,PROPERTY,Unit 13,RW,false,To Let,,,2020-11-23T15:32:02,2017-02-13T16:50:06,"Fountain Lane, Oldbury | B69 3BH",52.5079384,-2.0158939,2700,"Unit 13, Fountain Retail Park","fountain lane, oldbury | b69 3bh,unit 13, fountain retail park,"
95785,PROPERTY,Unit 14,RW,false,To Let,,,2020-11-23T15:32:02,2017-02-13T16:50:20,"Fountain Lane, Oldbury | B69 3BH",52.5079384,-2.0158939,3500,"Unit 14, Fountain Retail Park","fountain lane, oldbury | b69 3bh,unit 14, fountain retail park,"
95786,PROPERTY,Unit 15,RW,false,To Let,,,2020-11-23T15:32:02,2017-02-13T16:50:36,"Fountain Lane, Oldbury | B69 3BH",52.5079384,-2.0158939,1750,"Unit 15, Fountain Retail Park","fountain lane, oldbury | b69 3bh,unit 15, fountain retail park,"
95787,PROPERTY,Unit 16,RW,false,To Let,,,2020-11-23T15:32:02,2017-02-13T16:50:47,"Fountain Lane, Oldbury | B69 3BH",52.5079384,-2.0158939,1750,"Unit 16, Fountain Retail Park","fountain lane, oldbury | b69 3bh,unit 16, fountain retail park,"
95925,PROPERTY,Unit 1,RW,false,To Let,,,2019-11-25T17:28:50,2017-02-22T11:31:01,"High Street, Birmingham | B5 6DY",52.475747,-1.8875485,8392,"Unit 1, 93 High Street","high street, birmingham | b5 6dy,unit 1, 93 high street,"
96034,PROPERTY,"Unit 41-43,  The Red Rose Centre",SC,false,To Let,45000,,2019-04-11T16:40:53,-0001-11-30T00:00:00,"Lower Parade, Sutton Coldfield | B72 1XX",52.534961073,-1.95410918,,"Unit 41-43,  The Red Rose Centre","lower parade, sutton coldfield | b72 1xx,unit 41-43,  the red rose centre,"
96671,PROPERTY,91 Kings Square,SC,false,To Let,50000,,2019-04-17T16:21:39,-0001-11-30T00:00:00,"Kings Square, West Bromwich | B70 7NN",52.5175018,-1.9933,,"91 Kings Square, Kings Square Sandwell Centre","kings square, west bromwich | b70 7nn,91 kings square, kings square sandwell centre,"
96859,PROPERTY,"680-684 Warwick Road, Solihull",SC,false,Under Offer,65000,,2017-07-26T05:49:08,-0001-11-30T00:00:00,"Warwick Road, Solihull | B91 3DX",52.4147822,-1.7772442,,"680-684 Warwick Road, Solihull","warwick road, solihull | b91 3dx,680-684 warwick road, solihull,"
96873,PROPERTY,Unit 3,RW,false,To Let,,,2017-08-22T16:14:05,2017-05-16T09:09:10,"Coventry Road, Sheldon | B26 3NX",52.450969415,-1.779620808,3400,"Unit 3, Sheldon Retail Park","coventry road, sheldon | b26 3nx,unit 3, sheldon retail park,"
96874,PROPERTY,Unit 4,RW,false,To Let,,,2017-08-22T16:14:05,2017-05-16T09:09:30,"Coventry Road, Sheldon | B26 3NX",52.450969415,-1.779620808,3400,"Unit 4, Sheldon Retail Park","coventry road, sheldon | b26 3nx,unit 4, sheldon retail park,"
96875,PROPERTY,Unit 5,RW,false,To Let,,,2017-08-22T16:14:05,2017-05-16T09:09:46,"Coventry Road, Sheldon | B26 3NX",52.450969415,-1.779620808,3400,"Unit 5, Sheldon Retail Park","coventry road, sheldon | b26 3nx,unit 5, sheldon retail park,"
96944,PROPERTY,253a Longmore Road,HS,false,To Let,16000,,2017-07-26T05:49:08,-0001-11-30T00:00:00,"Longmore Road, Shirley | B90 3ER",52.4037887,-1.8115352,387,253a Longmore Road,"longmore road, shirley | b90 3er,253a longmore road,"
97665,PROPERTY,"SU306, Lower Mall, Bull Ring",RW,false,To Let,,,2017-07-26T05:49:13,-0001-11-30T00:00:00,"SU306, Lower Mall, Birmingham | B5 4BA",52.476815,-1.895378,2022,"SU306, Lower Mall, Bull Ring","su306, lower mall, birmingham | b5 4ba,su306, lower mall, bull ring,"
97800,PROPERTY,109,SC,false,To Let,,,2018-03-20T15:40:29,-0001-11-30T00:00:00,"31/32 Wharfside Street, Birmingham | B1 2RE",52.4762001,-1.9044,,"109, Mailbox","31/32 wharfside street, birmingham | b1 2re,109, mailbox,"
98125,PROPERTY,"Unit 202, Gracechurch Centre, Sutton Coldfield",SC,false,To Let,900000,,2019-04-17T14:07:04,-0001-11-30T00:00:00,"Gracechurch Centre, Sutton Coldfield | B72 1PA",52.566667,-1.816667,,"Unit 202, Gracechurch Centre, Sutton Coldfield","gracechurch centre, sutton coldfield | b72 1pa,unit 202, gracechurch centre, sutton coldfield,"
98516,PROPERTY,"67 Park Street, Walsall.",HS,false,To Let,60000,,2019-04-17T14:07:07,-0001-11-30T00:00:00,"67 Park Street, Walsall | WS1 1LY",52.584645673,-1.983097547,,"67 Park Street, Walsall.","67 park street, walsall | ws1 1ly,67 park street, walsall.,"
98651,PROPERTY,Unit 12,RW,false,Under Offer,,,2019-01-16T11:16:11,2017-10-03T15:01:45,"Watson Road, Birmingham | B7 5SA",52.5055008,-1.8565,39443,"Unit 12, Star City","watson road, birmingham | b7 5sa,unit 12, star city,"
98653,PROPERTY,Unit 1FB,RW,false,To Let,,,2019-11-25T12:10:50,2017-10-03T15:04:19,"Watson Road, Birmingham | B7 5SA",52.5055008,-1.8565,23570,"Unit 1FB, Star City","watson road, birmingham | b7 5sa,unit 1fb, star city,"
98689,PROPERTY,"Unit 11, Grand Central",SC,true,To Let,,,2020-10-15T16:58:07,2017-10-04T16:33:28,Birmingham | B5 4BU,52.4777985,-1.8934,,"Unit 11, Grand Central, The Bullring Estate","birmingham | b5 4bu,unit 11, grand central, the bullring estate,"
98708,PROPERTY,"Unit 20, Grand Central",SC,true,To Let,,,2021-01-25T15:18:15,2017-10-04T16:52:40,Birmingham | B5 4BU,52.4777985,-1.8934,,"Unit 20, Grand Central, The Bullring Estate","birmingham | b5 4bu,unit 20, grand central, the bullring estate,"
98731,PROPERTY,"Unit 37, Grand Central",SC,true,Under Offer,,,2020-05-04T14:11:33,2017-10-05T15:28:48,Birmingham | B5 4BU,52.4777985,-1.8934,,"Unit 37, Grand Central, The Bullring Estate","birmingham | b5 4bu,unit 37, grand central, the bullring estate,"
98944,PROPERTY,12 Mill Lane,SC,false,To Let,47500,,2020-12-08T12:20:29,-0001-11-30T00:00:00,"Mell Square Shopping Centre, Solihull | B91 3AX",52.4130376,-1.776959,,12 Mill Lane,"mell square shopping centre, solihull | b91 3ax,12 mill lane,"
99028,PROPERTY,10 Moland Street,HS,false,To Let,25000,,2019-05-16T16:08:29,-0001-11-30T00:00:00,"Moland Street, Birmingham | B4 7AU",52.484811965,-1.899177539,3279,10 Moland Street,"moland street, birmingham | b4 7au,10 moland street,"
99502,PROPERTY,Restaurant 2A,RW,true,To Let,,,2020-02-13T16:02:12,2018-01-05T09:35:01,"Axletree Way, Wednesbury | WS10 9QY",52.5664368,-2.0091736,2500,"Restaurant 2A, Gallagher Shopping Park","axletree way, wednesbury | ws10 9qy,restaurant 2a, gallagher shopping park,"
100268,PROPERTY,8 Poplar Way,SC,false,Under Offer,45000,,2020-02-21T15:38:02,-0001-11-30T00:00:00,"Poplar Way, Solihull | B91 3BX",52.4143874,-1.7776726,,8 Poplar Way,"poplar way, solihull | b91 3bx,8 poplar way,"
101160,PROPERTY,"Strada, The ICC",HS,false,To Let,138500,,2019-04-17T14:07:22,-0001-11-30T00:00:00,"Broad Street, Birmingham | B1 2EA",52.478628,-1.9109397,8463,"Strada, The ICC","broad street, birmingham | b1 2ea,strada, the icc,"
101166,PROPERTY,E3,RW,false,Under Offer,,,2020-01-15T09:18:29,2018-04-26T16:30:50,"Kingsbury Road (A34), Erdington, Erdington | B24 9QB",52.5178299,-1.8024461,5754,"E3, Ravenside Retail Park","kingsbury road (a34), erdington, erdington | b24 9qb,e3, ravenside retail park,"
101167,PROPERTY,H (S.T.P),RW,false,To Let,,,2020-01-15T09:18:29,2018-04-26T16:31:48,"Kingsbury Road (A34), Erdington, Erdington | B24 9QB",52.5178299,-1.8024461,1500,"H (S.T.P), Ravenside Retail Park","kingsbury road (a34), erdington, erdington | b24 9qb,h (s.t.p), ravenside retail park,"
102006,PROPERTY,11,RW,true,To Let,,,2020-02-25T14:07:26,2018-07-05T16:53:45,"Aston Webb Boulevard, Selly Oak, Birmingham | B29 6SN",52.4463501,-1.940457,4500,"11, Selly Oak Shopping Park","aston webb boulevard, selly oak, birmingham | b29 6sn,11, selly oak shopping park,"
102012,PROPERTY,6B,RW,true,To Let,,,2020-02-25T14:05:53,2018-07-05T16:57:13,"Aston Webb Boulevard, Selly Oak, Birmingham | B29 6SN",52.4463501,-1.940457,3500,"6B, Selly Oak Shopping Park","aston webb boulevard, selly oak, birmingham | b29 6sn,6b, selly oak shopping park,"
102159,PROPERTY,Unit B,RW,false,To Let,182500,,2021-03-26T17:31:32,-0001-11-30T00:00:00,"Kingsbury Road (A34), Erdington, Birmingham | B24 9QB",52.5178299,-1.8024461,10000,"Unit B, Ravenside Retail Park","kingsbury road (a34), erdington, birmingham | b24 9qb,unit b, ravenside retail park,"
102215,PROPERTY,The Bank,HS,false,To Let,,,2019-04-17T14:07:29,-0001-11-30T00:00:00,"Sheepcote Street, Birmingham | B15 1AQ",52.475911,-1.914334,5459,The Bank,"sheepcote street, birmingham | b15 1aq,the bank,"
102503,PROPERTY,31,RW,false,To Let,,,2018-08-29T12:40:14,2018-08-29T12:39:44,Birmingham | B31 2TW,52.396838746,-1.983041863,5356,"31, Longbridge Shopping Park","birmingham | b31 2tw,31, longbridge shopping park,"
102519,PROPERTY,Unit 9B1,RW,true,To Let,,,2019-07-30T15:54:20,2018-08-31T10:42:24,Birmingham | B24 9FP,52.5086823,-1.8233714,2185,"Unit 9B1, The Fort Shopping Park","birmingham | b24 9fp,unit 9b1, the fort shopping park,"
102520,PROPERTY,Unit 9B2,RW,true,To Let,,,2019-07-30T15:54:49,2018-08-31T10:42:40,Birmingham | B24 9FP,52.5086823,-1.8233714,1754,"Unit 9B2, The Fort Shopping Park","birmingham | b24 9fp,unit 9b2, the fort shopping park,"
102766,PROPERTY,121 Manor Court,HS,false,To Let,60000,,2021-03-25T11:41:37,-0001-11-30T00:00:00,"Manor Court, Sutton Coldfield | B74 2HE",52.576645,-1.88357,5644,121 Manor Court,"manor court, sutton coldfield | b74 2he,121 manor court,"
102838,PROPERTY,72-74 Smallbrook Queensway,HS,false,To Let,54450,,2019-07-03T15:11:54,-0001-11-30T00:00:00,"Smallbrook Queensway, Birmingham | B5 4EG",52.4762115,-1.8977192,6692,72-74 Smallbrook Queensway,"smallbrook queensway, birmingham | b5 4eg,72-74 smallbrook queensway,"
103111,PROPERTY,33 Drury Lane,HS,false,To Let,32500,,2019-04-23T11:27:05,2016-06-16T10:16:45,"Drury Lane, Solihull | B91 3BP",52.4062004,-1.8035409,1606,33 Drury Lane,"drury lane, solihull | b91 3bp,33 drury lane,"
103178,PROPERTY,7 Cannon Street,HS,false,To Let,65000,,2019-04-08T10:25:25,-0001-11-30T00:00:00,"Cannon Street, Birmingham | B2 5EP",52.4793523,-1.8980963,2003,7 Cannon Street,"cannon street, birmingham | b2 5ep,7 cannon street,"
103179,PROPERTY,2a Cherry Street,HS,false,Under Offer,115000,,2019-07-10T10:48:20,-0001-11-30T00:00:00,"Cherry Street, Birmingham | B2 5AL",52.480688061,-1.897481623,2503,2a Cherry Street,"cherry street, birmingham | b2 5al,2a cherry street,"
104167,PROPERTY,One Colmore Row,HS,false,To Let,,,2019-04-17T14:07:44,-0001-11-30T00:00:00,"One Colmore Row, Birmingham | B3 2BJ",52.482700823,-1.898134854,5685,One Colmore Row,"one colmore row, birmingham | b3 2bj,one colmore row,"
104269,PROPERTY,Birmingham - S17 Martineau Place,SC,false,To Let,,,2019-04-10T11:14:51,-0001-11-30T00:00:00,"S17 Martineau Place, Birmingham | B2 4UU",52.480371,-1.895556,4398,Birmingham - S17 Martineau Place,"s17 martineau place, birmingham | b2 4uu,birmingham - s17 martineau place,"
104347,PROPERTY,"Unit 1, The Bank",HS,false,To Let,,,2019-12-12T15:12:41,-0001-11-30T00:00:00,"Sheepcote Street, Birmingham | B15 1AQ",52.475911,-1.914334,5459,"Unit 1, The Bank","sheepcote street, birmingham | b15 1aq,unit 1, the bank,"
104374,PROPERTY,Unit 13-14,SC,false,To Let,,,2019-12-12T15:41:08,-0001-11-30T00:00:00,"Unit 13-14, Erdington | B23 6RY",52.5238991,-1.8385,5584,"Unit 13-14, Central Square Shopping Centre","unit 13-14, erdington | b23 6ry,unit 13-14, central square shopping centre,"
104379,PROPERTY,"Unit C, 3 Brindleyplace",SC,false,To Let,100000,,2019-04-26T11:24:27,-0001-11-30T00:00:00,"Brindleyplace, Birmingham | B1 2JF",52.4779043,-1.9144725,4884,"Unit C, 3 Brindleyplace, Brindleyplace, Birmingham","brindleyplace, birmingham | b1 2jf,unit c, 3 brindleyplace, brindleyplace, birmingham,"
104381,PROPERTY,Unit 10-12,SC,false,To Let,,,2019-12-12T15:41:08,-0001-11-30T00:00:00,"Central Square, Erdington | B23 6RY",52.5238991,-1.8385,14930,"Unit 10-12, Central Square Shopping Centre","central square, erdington | b23 6ry,unit 10-12, central square shopping centre,"
104388,PROPERTY,1100 Warwick Road,HS,false,To Let,,,2019-11-25T17:28:19,2019-04-29T12:20:26,"Warwick Road, Birmingham | B27 6RH",52.4458008,-1.8200999,2906,"1100 Warwick Road, Acocks Green","warwick road, birmingham | b27 6rh,1100 warwick road, acocks green,"
104389,PROPERTY,1076 Warwick Road,HS,false,To Let,,,2019-04-29T12:37:28,2019-04-29T12:27:27,Birmingham | B27 6RH,52.4458008,-1.8200999,2303,"1076 Warwick Road, Acocks Green","birmingham | b27 6rh,1076 warwick road, acocks green,"
104478,PROPERTY,Unit 1,RW,false,Under Offer,15876,,2019-10-09T12:03:31,2019-05-14T14:11:44,Walsall | WS1 1PU,52.583254507,-1.980462097,1680,"Unit 1, The Quarter","walsall | ws1 1pu,unit 1, the quarter,"
104479,PROPERTY,Unit 2,RW,false,To Let,48195,,2019-09-26T17:05:53,2019-05-14T14:23:02,Walsall | WS1 1PU,52.583254507,-1.980462097,5100,"Unit 2, The Quarter","walsall | ws1 1pu,unit 2, the quarter,"
104481,PROPERTY,Unit 4,RW,false,To Let,51975,,2019-09-26T17:07:13,2019-05-14T14:44:00,Walsall | WS1 1PU,52.583254507,-1.980462097,5500,"Unit 4, The Quarter","walsall | ws1 1pu,unit 4, the quarter,"
104483,PROPERTY,Unit 6,RW,false,To Let,80325,,2019-05-16T12:10:29,2019-05-14T14:49:59,Walsall | WS1 1PU,52.583254507,-1.980462097,8500,"Unit 6, The Quarter","walsall | ws1 1pu,unit 6, the quarter,"
104488,PROPERTY,Unit 10,RW,false,To Let,14175,,2019-09-27T12:03:13,2019-05-14T15:00:58,Walsall | WS1 1PU,52.583254507,-1.980462097,1500,"Unit 10, The Quarter","walsall | ws1 1pu,unit 10, the quarter,"
104489,PROPERTY,Unit 11,RW,false,To Let,14175,,2019-09-30T17:27:29,2019-05-14T15:06:14,Walsall | WS1 1PU,52.583254507,-1.980462097,1500,"Unit 11, The Quarter","walsall | ws1 1pu,unit 11, the quarter,"
104610,PROPERTY,"Unit SU322, Bullring Shopping Centre",SC,false,To Let,245000,,2021-03-18T17:09:39,-0001-11-30T00:00:00,"The Bullring, Birmingham | B5 4DA",52.476455,-1.899238,2028,"Unit SU322, Bullring Shopping Centre","the bullring, birmingham | b5 4da,unit su322, bullring shopping centre,"
104627,PROPERTY,140 New Street,HS,false,Under Offer,320000,,2019-10-07T16:16:53,-0001-11-30T00:00:00,"140 New Street, Birmingham | B2 4NS",52.478709,-1.896812,,140 New Street,"140 new street, birmingham | b2 4ns,140 new street,"
105008,PROPERTY,Former Toys R Us,RW,false,To Let,,,2019-07-24T16:32:11,2019-07-24T16:31:59,"Oakenshaw Rd, Solihull | B90 4QY",52.401580924,-1.817591008,,"Former Toys R Us, Oakenshaw Road – former Toys R Us","oakenshaw rd, solihull | b90 4qy,former toys r us, oakenshaw road – former toys r us,"
105188,PROPERTY,53 Park Street,HS,false,To Let,,,2020-02-14T10:40:17,-0001-11-30T00:00:00,"Park Street, Walsall | WS1 1NH",52.5849193,-1.9843336,58748,53 Park Street,"park street, walsall | ws1 1nh,53 park street,"
105222,PROPERTY,"32-40 Parade, Gracechurch Centre",SC,false,To Let,,,2021-01-28T11:10:47,-0001-11-30T00:00:00,"Gracechurch Centre, Sutton Coldfield | B72 1PD",52.562656006,-1.824246971,68400,"32-40 Parade, Gracechurch Centre","gracechurch centre, sutton coldfield | b72 1pd,32-40 parade, gracechurch centre,"
105452,PROPERTY,9-11 Park Street,HS,false,To Let,90000,,2019-10-29T10:58:49,-0001-11-30T00:00:00,"Park Street, Walsall | WS1 1QS",52.5842755,-1.9829013,9296,9-11 Park Street,"park street, walsall | ws1 1qs,9-11 park street,"
105567,PROPERTY,281 Stratford Road,HS,false,For Sale,,,2019-11-11T14:47:30,2019-11-11T13:07:39,"Stratford Road, Shirley | B90 3AP",52.409746723,-1.824978817,34024,"281 Stratford Road, WM Morrison Supermarket - Shirley","stratford road, shirley | b90 3ap,281 stratford road, wm morrison supermarket - shirley,"
105614,PROPERTY,"Poplar Rd/Warwick Rd, Solihull, B91 3DX",HS,false,To Let,,,2019-11-18T18:22:28,-0001-11-30T00:00:00,"Warwick Road, Solihull | B91 3DX",52.415063497,-1.778319089,,"Poplar Rd/Warwick Rd, Solihull, B91 3DX","warwick road, solihull | b91 3dx,poplar rd/warwick rd, solihull, b91 3dx,"
105869,PROPERTY,141 New Street,HS,false,To Let,225000,,2020-01-22T12:44:45,-0001-11-30T00:00:00,"141 New Street, Birmingham | B2 4NS",52.478709,-1.896812,,141 New Street,"141 new street, birmingham | b2 4ns,141 new street,"
